algae,Cropland,Population,Temperature,Precipitation,Solar_radiation,Vapor_pressure,Wind_speed,Urban_extent,Elevation,Slope,SOC,Irrigation,N_fertilizer,Manure,P_fertilizer,Land_cover,Aridity_index,Evapo_transpiration,Cattle,Chiken,Goat,Pig,Sheep,GDP_per,GDP,HDI,Human_footprint,Dist_to_WWTP
0,13,1810.352142,15.925,75.5,17975,1.3275,3.4,25.029,10.875,0.521398,106.607531,0.203783,60.222,113.591003,7.101,14.5,9484,841.5,1487.199341,91823.03125,90.387726,13272.62305,266.108826,35481.07422,2102086144,0.810451,1,0.089275
0,18,938.067566,15.9,74.75,17995.25,1.3175,3.375,18.512534,7.875,0.351703,92.509968,0.203783,60.222,113.591003,7.101,16,9518.5,833.75,1487.199341,91823.03125,90.387726,13272.62305,266.108826,35481.07422,2102086144,0.810451,1,0.083642
0,5,890.674377,15.9,74.75,18043,1.3325,3.3,47.737499,9.125,0.280765,97.74884,0.141421,60.222,113.591003,7.101,16,9529.5,834.75,3201.527344,85740.125,84.775803,12443.08984,303.039154,35481.07422,1150418304,0.810451,1,0.071436
0,0,355.338478,19.75,35,23049,1.02,3.7,82.338399,350.875,0.191242,67.665283,0.028886,0.246,2.147,0.018,22,2645.5,1144.5,170.311172,2243.770264,17.37266,54.239033,214.979416,10404.86426,5183452160,0.69,1,0.064725
0,0,355.59552,19.175001,33,23213.5,1.03,3.7,1.0281,340.875,0.116708,86.362082,0.152221,0.246,2.147,0.018,13.25,2620.5,1109.75,150.147278,1978.12085,15.315835,47.817432,189.527069,10404.86426,17975234,0.69,0.625775,0.00539
0,0,355.59552,19.6,34.25,23115.5,1.02,3.7,16.31795,343.5,0.155049,70.177012,0.095339,0.246,2.147,0.018,19,2603,1134.5,151.859131,2000.67334,15.490452,48.362606,191.687881,10404.86426,1381097088,0.69,1,0.027945
0,0,355.595505,19.700001,35,23061.5,1.02,3.7,71.973232,353.875,0.265552,62.204382,0.117066,0.246,2.147,0.018,18.25,2637,1141.75,170.628403,2247.949951,17.40502,54.340061,215.379868,10404.86426,5392777728,0.69,1,0.127946
0,0,355.279228,19.25,33.25,23177.25,1.0225,3.7,3.57575,342.875,0.130568,86.508123,0.095339,0.246,2.147,0.018,14.5,2594.75,1115,151.859131,2000.67334,15.490452,48.362606,191.687881,10404.86426,1381097088,0.69,1,0.016831
0,1,355.72403,19.675001,34.75,23076.5,1.02,3.7,72.611649,347,0.202419,68.798828,0.117066,0.246,2.147,0.018,22,2597.25,1140.5,170.628403,2247.949951,17.40502,54.340061,215.379868,10404.86426,5392777728,0.69,1,0.078941
0,4,355.852463,19.6,34,23134.5,1.02,3.7,32.129402,346.375,0.202996,74.066059,0.117066,0.246,2.147,0.018,17.25,2588.25,1135,170.628403,2247.949951,17.40502,54.340061,215.379868,10404.86426,5392777728,0.69,1,0.099005
0,4,355.980873,19.55,33.75,23160.75,1.02,3.7,45.210333,347.375,0.221633,78.088638,0.117066,0.246,2.147,0.018,14.25,2600.75,1129.75,170.628403,2247.949951,17.40502,54.340061,215.379868,10404.86426,5392777728,0.69,1,0.105127
0,0,355.98085,19.349999,33.25,23159.5,1.02,3.6,14.8357,355.375,0.256615,61.364285,0.248445,0.253,2.057,0.018,15.5,2615.25,1114.75,170.628403,2247.949951,17.40502,54.340061,215.379868,10404.86426,151514016,0.69,0.871057,0.265271
0,0,2323.596138,13.75,88,21799.25,0.91,3.5,22.163033,1090.625,2.610915,73.741665,0.071378,8.981,9.925,1.67,22,3930.75,1104,67.284485,113.654663,0.496007,54.345322,4.286333,38755.28906,3600989952,0.858523,1,0.175868
0,5,355.877456,14.35,87,21772.5,0.92,3.6,40.52975,1048.625,1.154275,85.416656,0.022982,8.981,9.925,1.67,22,3708.25,1135.25,36.546963,35.412983,0.472487,41.750587,3.650016,38755.28906,12346881024,0.858523,1,0.033644
0,1,2621.638641,14.05,88,21778.75,0.915,3.525,13.8341,1076.375,2.686004,64.315742,0.030817,8.981,9.925,1.67,22,3787.25,1122,36.148205,35.026596,0.467332,41.295055,3.610191,38755.28906,11946534912,0.858523,1,0.102709
0,1,2053.106606,14.35,88.25,21835.5,0.9125,3.6,70.326401,1067.375,1.652573,86.349243,0.022982,8.981,9.925,1.67,22,3684,1143.5,36.546963,35.412983,0.472487,41.750587,3.650016,38755.28906,12346881024,0.858523,1,0
0,0,1848.977592,14.675,89.75,21815.25,0.9275,3.6,49.4249,1029.875,0.997676,81.44161,0.012627,8.981,9.925,1.67,22,3681.5,1148.75,36.213966,35.090313,0.468182,41.370171,3.616759,38755.28906,8146052096,0.858523,1,0.032798
0,0,4501.134476,14.25,94.5,21802.75,0.93,3.6,53.038999,1005.625,0.523451,89.789848,0.349656,8.981,9.925,1.67,15.5,3832.25,1120.5,767.628967,2892.610596,0.423325,62.81543,14.450494,38755.28906,1114638720,0.858523,1,0.00043
0,0,4569.527374,14.175,94.5,21838.5,0.9275,3.6,46.80955,1017.375,1.398397,96.531622,0.591772,36.162998,27.724001,7.194,14.5,3842.5,1119.25,420.029755,1524.579468,0.488933,56.418941,9.591875,38755.28906,382837632,0.858523,1,0
0,1,5180.550049,16.225,73.5,17985.5,1.325,3.175,69.242498,33.625,1.807924,87.310058,0,36.189999,151.770996,4.248,16,8985,871,0,0,0,0,0,41695.32031,29873131520,0.81108,1,0.007832
0,5,3306.668808,13.95,96.25,21866.25,0.93,3.6,2.9642,1009.625,2.025228,111.560104,0.591772,36.162998,27.724001,7.194,6.5,3957.25,1105.5,420.029755,1524.579468,0.488933,56.418941,9.591875,38755.28906,382837632,0.858523,1,0.018337
0,0,13624.43066,16.525,74,17851.25,1.32,3.1,62.303299,18.75,0.814343,54.436501,0,36.189999,151.770996,4.248,13,8763.5,886.25,0,0,0,0,0,41695.32031,29873131520,0.81108,1,0.001604
0,1,26045.72656,16.700001,75,17752.5,1.3125,3.125,99.911049,30.125,0.876682,0,0,36.189999,151.770996,4.248,22,8797.5,901.25,0,0,0,0,0,41695.32031,29873131520,0.81108,1,0.015543
0,0,23766.52441,16.675001,76,17596.75,1.2825,3.1,100,21.875,0.37883,0,0,36.189999,151.770996,4.248,22,9072,882.25,0,0,0,0,0,41695.32031,29873131520,0.81108,1,0.025439
1,15,2204.143799,16.150001,74.25,17822.25,1.32,3.1,87.729948,23.5,0.422521,94.373024,0.0464,36.189999,151.770996,4.248,22,9069.25,856.75,2868.957031,17241.85547,9.639184,1242.890869,130.262024,41695.32031,6883640832,0.838209,1,0.013174
1,3,11088.6405,16.200001,74.75,17756.5,1.3125,3.1,91.728798,21.875,0.385221,88.800003,0.0464,36.189999,151.770996,4.248,22,9040.75,862,2868.957031,17241.85547,9.639184,1242.890869,130.262024,41695.32031,6883640832,0.838209,1,0.008501
0,3,2540.985107,17.4,66,18507,1.33,2.6,52.601099,106.5,0.637215,69.395,0.008757,37.365002,23.038,3.426,16.5,7241.25,909.75,778.635803,3924.681641,16.37228,990.785767,210.055984,36307.86719,4005779968,0.81113,1,0.015027
0,1,2526.884094,17.299999,66,18464,1.325,2.575,54.31035,105.5,0.250423,101,0.008757,37.365002,23.038,3.426,22,7482.5,897.75,778.635803,3924.681641,16.37228,990.785767,210.055984,36307.86719,4005779968,0.81113,1,0
0,3,5949.247803,17.225,67.25,19269,1.285,2.65,30.319367,230,3.505071,67.881536,0.22712,31.129,18.871,2.476,22,5258,933.75,238.613266,9889.507813,80.161736,361.275818,238.893723,34472.66406,5502585344,0.803401,1,0.016288
0,7,6228.990234,17.725,66.5,18291.75,1.32,2.6,51.140697,101.125,0.343233,0,0.060835,37.365002,23.038,3.426,19,7118.25,926.5,778.635803,3924.681641,16.37228,990.785767,210.055984,36307.86719,8802022400,0.81113,1,0.031026
0,3,5951.32019,17.525,68,19161.5,1.315,2.65,55.681599,211.25,3.218323,62.460712,0.22712,31.129,18.871,2.476,22,5188,948.25,238.613266,9889.507813,80.161736,361.275818,238.893723,34472.66406,5502585344,0.803401,1,0.023477
0,0,6493.181519,17.6,61,18512,1.3325,2.6,74.289951,97.375,0.290391,43,0.008767,37.365002,23.038,3.426,22,6576,925.5,747.483887,3767.661377,15.717252,951.146057,201.651993,36307.86719,13169947648,0.81113,1,0.010356
0,0,6493.181396,17.650001,62,18428,1.335,2.6,88.272823,98.125,0.255126,43,0.008767,37.365002,23.038,3.426,22,6622,930,747.483887,3767.661377,15.717252,951.146057,201.651993,36307.86719,13169947648,0.81113,1,0.027023
0,4,6493.18103,17.849999,65.5,18200.75,1.3225,2.6,86.106949,100.75,0.501579,43,0.008767,37.365002,23.038,3.426,22,7067,916.25,747.483887,3767.661377,15.717252,951.146057,201.651993,36307.86719,13169947648,0.81113,1,0.052427
1,19,236.841999,18.475,60.25,20876.5,1.2975,3,0,191.5,1.977902,77.100695,0.025896,4.29,30.650999,0.332,2,5958.75,969.25,368.119476,6467.486328,71.116417,466.80542,62.767586,10484.56738,55338972,0.706,1,0.052075
0,1,7756.835571,18.6,60.75,20758,1.3,3,1.493733,180.5,2.080313,82.387978,0.025896,4.29,30.650999,0.332,9,5877.25,975.5,368.119476,6467.486328,71.116417,466.80542,62.767586,10484.56738,55338972,0.706,1,0.03074
0,1,10748.33667,18.6,61.5,20718,1.295,3,0.2094,200,1.343076,92.945318,0.025896,4.29,30.650999,0.332,2,5899.75,978.75,368.119476,6467.486328,71.116417,466.80542,62.767586,10484.56738,55338972,0.706,1,0.024891
0,42,5965.809448,17.4,68.25,19077.75,1.3375,2.5,19.2228,191.875,0.822706,58.931544,0.16331,31.129,18.871,2.476,16,5250.5,928.5,199.167099,3968.714844,68.321701,276.215149,231.702957,34472.66406,1364391680,0.803401,1,0.022482
0,7,5965.809692,17.35,68.5,19071,1.335,2.525,52.636202,206,1.394022,58.998025,0.16331,31.129,18.871,2.476,19,5277.5,928,199.167099,3968.714844,68.321701,276.215149,231.702957,34472.66406,1364391680,0.803401,1,0.033517
0,1,2090.313202,18.849999,60,20785,1.31,3,4.79445,162,1.738141,83.861967,0.144087,4.29,30.650999,0.332,7.5,5768.75,984.75,368.768158,6478.883301,71.241737,467.628021,62.878201,10484.56738,644246592,0.706,1,0.039621
0,0,5967.876953,17.349999,68.5,19074.75,1.34,2.5,13.82435,193.375,0.871097,59.039101,0.16331,31.129,18.871,2.476,17.5,5284,925,199.167099,3968.714844,68.321701,276.215149,231.702957,34472.66406,1364391680,0.803401,1,0.018471
0,8,3126.31427,16,69,19443.5,1.27,2.925,39.335599,250.625,2.816073,56.667881,0.049659,47.943001,35.122002,7.596,13,9229,889.75,786.159912,662.963013,117.048775,520.421814,106.607315,56437.29297,11344910336,0.782,1,0.030551
0,1,4528.930237,16,72.5,19419,1.2425,3.025,71.9212,292.625,2.989551,0,0.049659,47.943001,35.122002,7.596,22,9261.5,910.75,786.159912,662.963013,117.048775,520.421814,106.607315,56437.29297,11344910336,0.782,1,0
0,14,6273.760986,15.8,73.25,19426.25,1.2425,3.05,51.743851,320,2.097826,59.909788,0.049659,47.943001,35.122002,7.596,22,9412,901,786.159912,662.963013,117.048775,520.421814,106.607315,56437.29297,11344910336,0.782,1,0.009974
0,3,13411.09863,16.075,73.75,19295,1.2675,3,94.1604,284,1.592678,0,0.049659,47.943001,35.122002,7.596,22,9350.75,904.5,786.159912,662.963013,117.048775,520.421814,106.607315,56437.29297,11344910336,0.782,1,0.003525
0,93,83.444283,18.824999,58.25,20990.5,1.3325,2.9,0,167.5,1.927506,89.125984,0.774161,7.378,15.081,0.57,16,5358.5,992.5,371.329498,6523.883301,71.736565,470.876007,63.31493,10484.56738,58789328,0.706,1,0.272429
0,79,55.988661,18.849999,59.25,20887.25,1.3375,2.9,0,152.25,2.37518,87.569349,0.789613,7.378,15.081,0.57,16,5363.75,991.75,371.951447,6534.810547,71.856712,471.664703,63.420982,10484.56738,5693827.5,0.706,0.849473,0.30735
0,91,111.258457,18.75,59.5,20860.25,1.3275,2.9,2.0744,180.625,1.651489,87.62808,0.789613,7.378,15.081,0.57,16,5401.5,992.75,371.951447,6534.810547,71.856712,471.664703,63.420982,10484.56738,5693827.5,0.706,0.849473,0.298156
0,94,111.29641,18.849999,59.5,20849,1.3375,2.9,0,159.125,1.417508,89.555893,0.789613,7.378,15.081,0.57,16,5363.5,994.5,371.951447,6534.810547,71.856712,471.664703,63.420982,10484.56738,5693827.5,0.706,0.849473,0.321535
0,95,111.296417,18.849999,59.25,20874.5,1.335,2.9,0,165.375,1.659143,91.568598,0.789613,7.378,15.081,0.57,16,5370.75,994,371.951447,6534.810547,71.856712,471.664703,63.420982,10484.56738,5693827.5,0.706,0.849473,0.311561
0,0,68430.48633,17.45,57,19399.25,1.3475,3.8,95.291203,63.125,1.102084,62,0,20.725,9.714,3.31,22,6738.75,980.5,0,0,0,0,0,47164.47266,1.46E+11,0.833393,1,0.050231
0,0,46229.04736,17.6,57.75,19111.5,1.31,3.8,96.9734,48.375,0.376866,62,0,20.725,9.714,3.31,20.5,7397.5,936.25,0,0,0,0,0,47164.47266,1.46E+11,0.833393,1,0.066874
0,0,32841.42773,17.375,53.25,19581,1.35,3.8,91.465401,44.75,1.263967,62,0,20.725,9.714,3.31,22,6268.25,1009,0,0,0,0,0,47164.47266,53280792576,0.833393,1,0.010972
0,0,50326.31201,17.55,56.75,19342,1.345,3.8,97.05415,42.25,0.342716,62,0,20.725,9.714,3.31,22,6950.25,956,0,0,0,0,0,47164.47266,1.46E+11,0.833393,1,0.083555
0,0,50187.23975,17.55,56,19496.75,1.36,3.8,95.200699,40.625,0.903722,62,0,20.725,9.714,3.31,19,6416.75,1001.5,0,0,0,0,0,47164.47266,31226187776,0.833393,1,0.10022
0,70,925.55368,15.6,92.25,19002.75,1.3,2.425,9.213533,385.25,1.226026,58,0.749413,50.617001,38.376999,4.035,16,9108,857.25,2173.888672,9896.260742,26.517141,5612.994141,377.120758,35675.18359,824807104,0.813899,1,0.0856
0,45,717.458282,15.6,92.25,19020.75,1.3025,2.45,27.067034,389,1.374515,57.469999,0.749413,50.617001,38.376999,4.035,16,9023.75,861.25,2173.888672,9896.260742,26.517141,5612.994141,377.120758,35675.18359,824807104,0.813899,1,0.070989
0,57,540.472,15.55,93,19026.75,1.3025,2.45,12.7323,402.75,1.405544,63.989998,0.389764,50.617001,38.376999,4.035,16,8992.5,856,2609.088867,9115.792969,27.856142,4779.224609,333.501129,35675.18359,887943488,0.813899,1,0.048335
0,1,1806.354401,15.95,95.75,18967.75,1.295,2.45,61.778252,399.75,4.801954,55.120001,0.036543,45.594002,41.296001,3.561,22,8605.5,861.75,2628.421631,9081.12207,27.915625,4742.186523,331.563446,35675.18359,3045176064,0.813899,1,0.00412
0,11,1806.35434,16.025,93.5,19035,1.32,2.35,37.29565,351.75,5.736361,55.3325,0.036543,45.594002,41.296001,3.561,20.5,8418.75,856,2628.421631,9081.12207,27.915625,4742.186523,331.563446,35675.18359,3045176064,0.813899,1,0.007864
0,11,1806.354248,15.875,94.5,18992.25,1.31,2.35,28.49115,365.375,4.02356,71.442501,0.20168,45.594002,41.296001,3.561,9,8509,852.75,2628.421631,9081.12207,27.915625,4742.186523,331.563446,35675.18359,1225642880,0.813899,1,0.02008
0,14,1806.948914,15.875,93.75,19107,1.3175,2.375,5.0871,382.5,4.856829,58,0.036543,45.594002,41.296001,3.561,6,8611,856.5,2628.421631,9081.12207,27.915625,4742.186523,331.563446,35675.18359,3045176064,0.813899,1,0.016416
0,19,1807.543304,15.975,92.25,19117.5,1.335,2.325,12.57065,327.5,2.946881,83,0.40074,45.594002,41.296001,3.561,16,8476.75,849.75,2632.774902,9096.162109,27.961863,4750.040527,332.112579,35675.18359,914675584,0.813899,1,0.010698
0,7,1534.829788,18.1,67.25,20515.75,1.4075,3,40.9545,166.5,0.559572,61.281986,0.007975,26.993999,17.862,4.485,13,5405.75,1014.25,159.219742,1243.686523,14.344783,539.34552,99.696075,26887.53516,822287168,0.793671,1,0.020074
0,1,7738.595093,18.25,66.5,20530.25,1.405,3,28.971701,159.875,0.660813,74.313774,0.044035,26.993999,17.862,4.485,22,5385,1026.75,161.855042,1183.976196,11.413088,1181.564697,35.958858,45160.15625,8077966336,0.79806,1,0.040042
0,1,8169.856689,18.525,68.25,20325.75,1.3575,3,59.955334,160.875,0.528838,60.840906,0,26.993999,17.862,4.485,22,5362.5,1047.25,0,0,0,0,0,45160.15625,40895066112,0.79806,1,0.025216
0,13,10463.44434,18.275,69,20521,1.37,3.1,85.052498,155.625,0.285,45.266707,0.391785,30.799999,22.208,5.131,22,5476.25,1044.5,302.804291,547.604797,12.642395,305.098389,87.338631,26887.53516,2692564736,0.793671,1,0.035489
0,16,4326.761108,18.75,71.75,21115.25,1.385,3.1,61.088267,132.375,0.145593,48.875,0.444574,26.360001,25.628,3.617,20.5,5853.25,1076.5,289.144684,8846.901367,12.131769,99.51844,24.531033,29655.50195,3610569216,0.793473,1,0.089876
0,23,4376.748535,18.650001,71.5,21143.25,1.395,3.1,63.568967,132.125,0.204912,42.5,0.444574,26.360001,25.628,3.617,20.5,5902.75,1070,289.144684,8846.901367,12.131769,99.51844,24.531033,29655.50195,3610569216,0.793473,1,0.073225
1,91,4419.737793,18.525,71.25,21223.5,1.4225,3.1,3.47515,130.125,0.11963,44.875,0.444574,26.360001,25.628,3.617,16,5944.75,1060.5,289.144684,8846.901367,12.131769,99.51844,24.531033,29655.50195,3610569216,0.793473,1,0.056583
0,2,7293.305908,18.725,69.25,21196.5,1.4175,3.1,70.258698,137.875,0.580503,30,0.159992,26.360001,25.628,3.617,22,5801.25,1070.75,197.00058,1479.796509,5.674468,52.77953,24.998148,29655.50195,13472016384,0.793473,1,0.131682
0,6,6604.703735,18.824999,70,21122,1.395,3.1,63.008999,135.5,0.398222,40,0.159992,26.360001,25.628,3.617,22,5791.75,1078.5,197.00058,1479.796509,5.674468,52.77953,24.998148,29655.50195,13472016384,0.793473,1,0.119219
0,33,4035.630249,18.799999,71,21039.25,1.3675,3.1,47.992802,133.25,0.207264,39.650001,0.444574,26.360001,25.628,3.617,16,5766.75,1082.5,289.144684,8846.901367,12.131769,99.51844,24.531033,29655.50195,3610569216,0.793473,1,0.090365
0,33,2270.1521,18.75,71,21028,1.365,3.1,69.428549,132,0.191543,40,0.444574,26.360001,25.628,3.617,17.5,5792.25,1078,289.144684,8846.901367,12.131769,99.51844,24.531033,29655.50195,3610569216,0.793473,1,0.085212
0,46,85.446701,18.05,70.5,21002.25,1.415,3.15,12.9971,165.25,1.701629,66.280987,0.508721,38.362,18.738001,6.41,16,5790.25,1038.5,349.074493,1307.737183,10.58908,683.211121,42.089874,26887.53516,100006056,0.793671,0.970965,0.018146
0,1,8957.838501,17.475,87,20088.25,1.3825,2.2,62.021074,258.5,0.580516,77.028273,0.011746,9.388,73.181,1.905,19,8332.75,961.25,2218.169922,9874.183594,60.797447,934.095032,398.016479,46425.10156,16567007232,0.831,1,0.001725
0,1,7790.548035,17.55,88.25,20042.75,1.375,2.2,77.383133,261.25,1.020915,87.670792,0.011746,9.388,73.181,1.905,22,8383,964.5,2218.169922,9874.183594,60.797447,934.095032,398.016479,46425.10156,16567007232,0.831,1,0.001669
0,8,2581.626526,17.325,91,19931.75,1.3675,2.2,59.846199,271,1.761323,79.063708,0.011746,9.388,73.181,1.905,19,8642.5,953.75,2218.169922,9874.183594,60.797447,934.095032,398.016479,46425.10156,16567007232,0.831,1,0
0,8,3652.163757,16.775,95,20063.75,1.3525,2.225,14.7352,322.625,4.150538,92.700842,0.011746,9.388,73.181,1.905,4,9340.5,934.25,2218.169922,9874.183594,60.797447,934.095032,398.016479,46425.10156,16567007232,0.831,1,0.001669
1,1,3901.96228,16.85,91,20125.75,1.37,2.2,68.1025,289,1.854463,93.835333,0.024203,9.388,73.181,1.905,20.5,8922.25,928.25,3392.573975,15986.02148,96.02137,1960.272949,591.907349,42829.21094,2700969472,0.831,1,0
0,0,16180.32031,20.1,63.25,20825,1.42,2.625,64.725048,112.25,2.577152,54.942139,0,17.046,12.793,2.303,22,4808,1137.75,0,0,0,0,0,25225.94727,14894845952,0.730125,1,0.03406
0,2,2911.76886,16.575,93.5,20069.25,1.3625,2.2,69.572102,300.375,2.004166,90.830978,0.024203,9.388,73.181,1.905,15,9314.5,913.25,3392.573975,15986.02148,96.02137,1960.272949,591.907349,42829.21094,2700969472,0.831,1,0.004235
0,4,13043.23816,20.1,62.25,20972.5,1.4175,2.6,70.555801,106.75,1.268301,60.492781,0,17.046,12.793,2.303,20.5,4616.5,1147.25,0,0,0,0,0,25225.94727,14894845952,0.730125,1,0.042158
1,2,998.008423,16.125,99,20038.5,1.3425,2.2,6.9794,352.25,6.334159,99.218153,0.024203,9.388,73.181,1.905,4,10046,900,3392.573975,15986.02148,96.02137,1960.272949,591.907349,42829.21094,2700969472,0.831,1,0.020901
0,1,1144.95752,15.675,103.75,20150.25,1.325,2.25,24.495601,413.625,8.103313,88.370865,0.024203,9.388,73.181,1.905,2,10879.75,884.75,3392.573975,15986.02148,96.02137,1960.272949,591.907349,42829.21094,2700969472,0.831,1,0.038044
0,34,974.703674,15.9,97,20239.5,1.3425,2.2,21.474025,374.875,5.590412,88.213522,0.125968,9.388,73.181,1.905,5.5,10013.25,889.25,3588.436035,17852.35938,112.215851,2023.796143,625.031738,46425.10156,1707189632,0.831,1,0.000235
0,4,10065.01074,19.824999,60.75,21206.5,1.4125,2.625,67.618801,101.375,0.740196,47.302876,0,17.046,12.793,2.303,22,4635,1128.75,469.852753,194901.5,14.241454,8304.330078,1030.918701,25225.94727,20090380288,0.730125,1,0.035565
0,8,3925.201965,19.6,59.75,21373,1.445,2.675,63.259251,101.75,0.667219,40.443593,0.316637,17.046,12.793,2.303,22,4628.5,1114.75,761.042847,216201.9531,38.465595,9303.429688,1387.884277,25225.94727,3083195136,0.730125,1,0.057723
0,3,118.907822,16.349999,86.75,20863.5,1.3175,3,7.5528,388.25,5.938462,62,0.03409,50.987999,23.924,8.367,12.5,8439.25,993.75,2106.163086,160.345367,371.568665,245.499954,377.88739,28663.67578,40403860,0.807932,0.503421,0.138548
0,1,275.456528,16.775,86.25,20760,1.3325,2.975,7.010225,345.75,8.276908,62,0.569978,50.987999,23.924,8.367,16,8189.25,1019.25,2106.163086,160.345367,371.568665,245.499954,377.88739,28663.67578,126545184,0.807932,1,0.102849
1,3,297.749306,16.9,85.75,20774.25,1.3325,2.95,4.71515,353.125,4.744391,62,0.569978,50.987999,23.924,8.367,16,8149,1027.75,2106.163086,160.345367,371.568665,245.499954,377.88739,28663.67578,126545184,0.807932,1,0.086335
0,4,207.590782,17.349999,83.25,20808.75,1.3625,2.9,2.31085,283.625,3.370732,62,0.569978,50.987999,23.924,8.367,16,7920.25,1034.25,2106.163086,160.345367,371.568665,245.499954,377.88739,28663.67578,126545184,0.807932,1,0.068724
0,27,834.613785,17.95,80,20851.5,1.3925,2.825,9.6889,210.375,1.322942,45,0.692679,50.987999,23.924,8.367,16,7646.75,1058.25,2102.375977,160.345367,365.635162,269.262238,375.845062,28663.67578,684600704,0.807932,1,0
1,0,259.340185,17.025,151.75,20172,1.445,1.55,0.2452,315.875,5.638857,105.051001,0,2.625,16.233999,0.604,3,15290.5,875,1493.533691,2192.687744,101.127731,123.773788,238.826447,23891.35352,44875448,0.783269,0.756927,0.031811
0,7,3218.113129,17.4,152,19972,1.425,1.525,7.0991,297.375,2.984203,97.3535,0.065673,2.625,16.233999,0.604,11,15188,887.5,1365.033569,2192.687744,101.127731,126.31884,238.826447,23891.35352,572444480,0.783269,1,0.001523
0,7,656.976904,17,156,20006,1.405,1.575,1.75765,349.875,7.287391,91.848,0.065673,2.625,16.233999,0.604,3,15713,879.5,1365.033569,2192.687744,101.127731,126.31884,238.826447,23891.35352,572444480,0.783269,1,0
0,2,4280.077026,17.45,154.25,19849.25,1.4325,1.5,70.055397,300.625,1.494452,140.045179,0.124694,2.625,16.233999,0.604,19,15935.5,885.75,1372.040527,2192.687744,101.127731,99.788506,238.826447,23891.35352,5404101632,0.783269,1,0.033808
0,1,4280.076904,17.5,154.75,19860.75,1.43,1.5,57.703098,310.75,2.945568,144.840248,0.124694,2.625,16.233999,0.604,15,15870.25,889,1372.040527,2192.687744,101.127731,99.788506,238.826447,23891.35352,5404101632,0.783269,1,0.033737
0,11,4280.077148,17.625,152.25,19878,1.4325,1.5,26.2964,284.875,0.438569,71.648342,0.124694,2.625,16.233999,0.604,16,15432.5,890,1372.040527,2192.687744,101.127731,99.788506,238.826447,23891.35352,5404101632,0.783269,1,0.024694
0,23,4281.368652,17.4,151.75,19989.5,1.425,1.5,59.708752,289.125,0.28299,71.054367,0.124694,2.625,16.233999,0.604,16,15709.75,886.5,1372.040527,2192.687744,101.127731,99.788506,238.826447,23891.35352,5404101632,0.783269,1,0.01721
0,1,590.723434,17.200001,151,20175,1.465,1.5,8.33,287.125,0.165266,120.174717,0.033368,2.449,12.856,0.564,9,16277,885.75,1576.678101,2196.003174,101.28064,107.6306,239.187561,23891.35352,128532648,0.783269,0.655559,0.001528
0,31,437.83149,18.700001,111,20834.75,1.56,1.8,3.3493,130.125,0.150634,79.75,0.278341,7.846,13.568,1.561,16,10235.75,969.25,536.005676,35213.92969,118.421219,2300.347656,142.471695,28073.98828,523304672,0.669,1,0.04687
0,7,2998.132629,18.85,103.5,20835.5,1.55,1.8,9.5117,161.75,4.076046,77.25,0.31294,7.846,13.568,1.561,5.5,9630.75,985.75,512.147522,25656.51563,81.449493,2338.758545,64.26152,28073.98828,830098432,0.669,1,0.06404
0,6,2999.927979,19.075,101.75,20514.75,1.5075,1.8,38.9734,120.5,0.177487,81.25,0.39527,7.846,13.568,1.561,16,9302,998,569.674438,13893.02441,35.037895,1489.352173,70.963142,21872.93359,2871785472,0.669,1,0.018772
0,25,190.147213,18.799999,91,21192.75,1.585,1.9,2.529475,98.5,0.169635,82.5,0.107565,5.545,11.138,1.099,16,8655,1000.5,1034.75354,15336.57715,56.669548,2549.273926,204.470001,28073.98828,41410576,0.669,0.976229,0.034825
0,3,4619.830368,17.875,91.75,21000.75,1.39,2.625,64.863001,46.125,0.425016,112.095487,0.19338,11.56,10.324,2.629,9,9910.25,951.25,92.770744,7185.470215,1.313182,471.425751,40.938553,34639.73438,3231157248,0.854778,1,0.117616
0,10,1416.177781,18.25,88.5,20944.5,1.39,2.7,11.10795,41.5,0.431837,103.171051,0.02395,11.56,10.324,2.629,22,9413.25,975.5,268.604736,1322.652466,0.892271,97.606003,26.903013,27342.03516,6353487360,0.845416,1,0
0,2,202.343975,18.05,89,21037.75,1.39,2.7,13.24975,43,0.954232,103.803341,0.089288,11.56,10.324,2.629,19,9494.5,968,214.833801,4460.755371,1.160439,291.049561,35.231121,34639.73438,5682578432,0.854778,1,0.034005
0,34,224.218487,19.349999,91.75,21572,1.525,1.9,5.3499,94.625,0.225998,92.75,0.575242,5.545,11.138,1.099,16,8858,1042.75,649.987793,11926.40039,48.865128,2269.376465,517.752747,27037.58984,54241168,0.669,0.892104,0.206084
0,1,4339.090255,18.45,88,20856.25,1.39,2.7,64.451551,46,1.037736,94.966652,0.02395,11.56,10.324,2.629,22,9246.75,989,268.604736,1322.652466,0.892271,97.606003,26.903013,27342.03516,6353487360,0.845416,1,0.041301
0,2,93.137057,17.275,83.5,21004.75,1.38,2.8,0.534133,53,0.292577,0,0.250899,11.56,10.324,2.629,19,9653,929.75,50.409309,3957.561768,0.828954,280.932465,25.937841,34639.73438,1381152128,0.854778,1,0.169151
0,14,4075.112665,17.775,85,20969.5,1.3875,2.8,25.0788,58,0.890385,91.632454,0.070862,11.56,10.324,2.629,20.5,9427.25,955,61.296967,3634.212402,0.869935,272.863464,27.181728,34639.73438,4886542848,0.854778,1,0.092696
